wilayah,kecamatan,kelurahan,tps_count,capacity_proxy_ton_per_day_sum,low_conf_count,medium_conf_count,very_low_conf_count,capacity_proxy_ton_per_tps_avg,quality_note
KOTA ADM. JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA SELATAN,PANCORAN,PANCORAN,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,1,8.0,1,0,0,8.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,5,34.0,5,0,0,6.8,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIRACAS,CIBUBUR,11,39.0,4,0,7,3.545,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIRACAS,CIRACAS,10,47.0,6,0,4,4.7,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIRACAS,SUSUKAN,11,32.0,3,0,8,2.909,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIRACAS,RAMBUTAN,10,24.0,2,0,8,2.4,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,12,75.0,9,0,3,6.25,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,11,53.0,6,0,5,4.818,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,KLENDER,6,34.0,4,0,2,5.667,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3,10.0,1,0,2,3.333,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,4,11.0,1,0,3,2.75,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,2,2.0,0,0,2,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,JATI,3,3.0,0,0,3,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PASAR REBO,KALISARI,9,9.0,0,0,9,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PASAR REBO,GEDONG,11,32.0,3,0,8,2.909,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PASAR REBO,PEKAYON,11,18.0,1,0,10,1.636,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PASAR REBO,BARU,4,11.0,1,0,3,2.75,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,PULOGADUNG,5,5.0,0,0,5,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,3,10.0,1,0,2,3.333,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,3,11.0,2,0,1,3.667,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,CIPINANG,6,6.0,0,0,6,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,4,4.0,0,0,4,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,2,9.0,1,0,1,4.5,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MATRAMAN,PALMERIAM,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,16,44.0,16,0,0,2.75,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,2,9.0,1,0,1,4.5,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MATRAMAN,KAYU MANIS,1,8.0,1,0,0,8.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PASAR REBO,CIJANTUNG,4,11.0,1,0,3,2.75,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,8,31.0,4,0,4,3.875,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,15,29.0,2,0,13,1.933,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9,30.0,3,0,6,3.333,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,RAWATERATE,22,23.0,1,0,21,1.045,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,PENGGILINGAN,13,41.0,4,0,9,3.154,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MAKASAR,MAKASAR,2,2.0,0,0,2,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MAKASAR,PINANGRANTI,4,11.0,1,0,3,2.75,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MAKASAR,KEBON PALA,11,11.0,0,0,11,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,11,11.0,0,0,11,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMA,7,35.0,2,0,5,5.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIPAYUNG,MUNJUL,2,9.0,1,0,1,4.5,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CILANGKAP,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CEGER,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3,10.0,1,0,2,3.333,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,1,8.0,1,0,0,8.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,BALIMESTER,1,8.0,1,0,0,8.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,BIDARACINA,2,9.0,1,0,1,4.5,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3,3.0,1,0,2,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,2,2.0,0,0,2,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,CILILITAN,8,15.0,1,0,7,1.875,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,3,3.0,0,0,3,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,DUKUH,6,6.0,0,0,6,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,TENGAH,7,7.0,0,0,7,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMATJATI,22,22.0,0,0,22,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,CAWANG,3,3.0,0,0,3,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,BALEKAMBANG,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,PULOGEBANG,1,8.0,1,0,0,8.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,CAKUNG,JATINEGARA,4,12.0,2,0,2,3.0,Aggregate of derived TPS capacity proxy; not official design capacity.
KOTA ADM. JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,1,1.0,0,0,1,1.0,Aggregate of derived TPS capacity proxy; not official design capacity.
