periode_data,wilayah,kecamatan,kelurahan,nama_tps,jenis_tps,alamat
2024,"Kota Adm. Jakarta Timur","Duren Sawit","Pondok Kelapa","TPS Manggar RW  011 Pondok Kelapa","Tipe 1","Jl  Manggar Raya RW  11 Kel  Pondok Kelapa"
2024,"Kota Adm. Jakarta Timur","Duren Sawit","Pondok Kelapa","TPS Marinir RW  013","Tipe 1","Jl  Raya Marinir RT  009 RW  013 Kel  Pondok Kelapa"
2024,"Kota Adm. Jakarta Timur","Duren Sawit",Klender,"TPS RW  10","Tipe 1","Jl  Kampung Sumur RW  10 Kel  Klender"
2024,"Kota Adm. Jakarta Timur","Duren Sawit","Duren Sawit","TPS PTB RW  08","Tipe 1","Jl  Lingkar PTB RW  08 RT  01 Kel  Duren Sawit"
2024,"Kota Adm. Jakarta Timur","Duren Sawit","Pondok Bambu","TPS RW  05","Tipe 2","Jl  Komplek Bea Cukai RW  05 Kel  Pondok Bambu Kec  Duren Sawit"
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,"TPS Bali Mester RW  1 RT  11 TPS 3R","Tipe 1","TPS Kolong Bali Mester RW  1 RT  11"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Selatan","TPS LPS BKT  Sementara","Tipe 4","Jl  Basuki Rahmat"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Muara","TPS Pasar Elok","Tipe 4","Gang HH No  14"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RW  08","Tipe 4","Jl  Bekasi Timur IV"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RW  14","Tipe 4","Jl  Cipinang Latihan"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Kampung Melayu","TPS Rusun Kp  Melayu RW  09","Tipe 4","Jl  Jatinegara Barat"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RW  05 Sobur","Tipe 4","Jl  Prumpung Sawah"
2024,"Kota Adm. Jakarta Timur",Jatinegara,Rawabunga,"TPS Barkah","Tipe 1","Jl  Bekasi Timur ll RT  15 RW  04"
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,"TPS Kolong Kp  Melayu","Tipe 1","Jl  Awab Dalam RT  13 RW  01"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Bidara Cina","TPS GOR Otista","Tipe 1","Jl  Otista Raya"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Gg  Remaja l","Tipe 3","RW  03"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Gg  Remaja lV","Tipe 3","RW  03"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Gg  Remaja VII","Tipe 3","RW  03"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS LPS Perumpung Gg  Mayong","Tipe 3","Jl  DI Panjaitan Gg  Mayong RW  07"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Muara","TPS LPS Cipinang Elok RW  10","Tipe 2","Jl Cipinang Elok Blok Ag No  18"
2024,"Kota Adm. Jakarta Timur",Jatinegara,Rawabunga,"TPS Pasar Rawa Bening","Tipe 2","Jl  Bekasi Barat"
2024,"Kota Adm. Jakarta Timur",Jatinegara,Rawabunga,"TPS PT  Telkom","Tipe 2","Jl  Mayjen DI Panjaitan"
2024,"Kota Adm. Jakarta Timur",Jatinegara,Balimester,"TPS Pasar Regional Jatinegara","Tipe 2","Jl  Jatinegara Barat RT  05 RW  03"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Muara","TPS RW  013 Cip  Muara","Tipe 2","Jl  Cipinang Bali lll RT  05 013"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Bidara Cina","TPS Rusun Bidara Cina","Tipe 2","Jl  Biduri Bulan"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS LP Narkotik","Tipe 2","Jl  Bekasi Timur"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Lapas Kelas I Cipinang","Tipe 2","Jl  Bekasi Timur"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RS  Pengayoman","Tipe 2","Jl  Bekasi Timur"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Cempedak","TPS RW  08","Tipe 2","Jl  Kebon Nanas Selatan 1"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Selatan","TPS RW  05 CBS","Tipe 2","Jl  Panca Warga Satu RW  05"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Cempedak","TPS Totogan","Tipe 2","Jl  Cipinang Cempedak l"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS Container RW  01","Tipe 2","Jl  DI Panjaitan RW  01"
2024,"Kota Adm. Jakarta Timur",Jatinegara,"Kampung Melayu","TPS Bahtera Wiraniaga Internusa","Tipe 2","Jl  Jatinegara Barat Raya"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cililitan,"TPS Mayor Jendral Sutoyo","TPS 3R","Jl  Mayjen  Sutoyo"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Dukuh,"TPS Dukuh RW  3 RT  6","Tipe 1","Jl  Juwet RT  06 RW  03"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cawang,"TPS RW 11 Cawang","Tipe 4","Jl Waru Dalam RW 11 Cawang"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cawang,"TPS Dewi Sartika Gg  Tanjung Syanyang","Tipe 4","Jl  Dewi Sartika Gg  Tanjung Syanyang"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cawang,"TPS Mayor Jendral Sutoyo","Tipe 4","Jl  Mayjen  Sutoyo"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cililitan,"TPS Cililitan Besar","Tipe 4","Jl  Cililitan Besar"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cililitan,"TPS RW  012 Kel  Cililitan","Tipe 4","Komplek Rumah Dinas Kodam Jaya Cililitan"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Tengah,"TPS Tengah RW  4 RT  9","Tipe 1","Jl  H Taiman RT  09 RW  04"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Cililitan,"TPS Komplek Puskesad","Tipe 2","Komplek Puskesad"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Dukuh,"TPS Lebak Juwet RT  14 RW  03","Tipe 1","Jl  Lebak Juwet RT  14 RW  03"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Dukuh,"TPS Pijar RT  12 RW  04","Tipe 2","Jl  Pijar RT  12 RW  04"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Dukuh,"TPS BHP RT  05 RW  06","Tipe 2","Jl  BHP RT  05 RW  06"
2024,"Kota Adm. Jakarta Timur","Kramat Jati",Dukuh,"TPS Dukuh 4 RT  05 RW  01","Tipe 2","Jl  Dukuh 4 RT  05 RW  01"
2024,"Kota Adm. Jakarta Timur","Kramat Jati","Kramat Jati","TPS Dato Tonggara RT  09 RW  11","Tipe 4","Jl  Dato Tonggara RT  09 RW  11"
2024,"Kota Adm. Jakarta Timur","Kramat Jati","Kramat Jati","TPS Komplek Kodim RT  05 RW  02","Tipe 4","Komplek Kodim RT  05 RW  02"
2024,"Kota Adm. Jakarta Timur","Kramat Jati","Kramat Jati","TPS Nussa RW  04","Tipe 4","Jl  Nusa RW  03"
2024,"Kota Adm. Jakarta Timur","Kramat Jati","Kramat Jati","TPS RS  POLRI RT  06 RW  05","Tipe 4","Jl  RS  POLRI RT  06 RW  05"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS RW  10 Bak Tugu Semper Timur","Tipe 4","Jl  Cacing RW  010"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS RW  03 Budidarma Semper Timur","Tipe 4","Jl  Alteri Marunda RT  01 RW 03"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS Jembatan Budidharma Semper Timur","Tipe 4","Jl  TPU Semper RT 04 RW 10"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS RW  10 Cakung Drain Semper Timur","Tipe 4","Jl  Inspeksi Cakung Drain RT  06 RW  10"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS RW  11 Cakung Drain Semper Timur","Tipe 4","Jl  Swadaya I RT  01 RW  11"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS RW  02 Semper Timur","Tipe 4","Jl  Cakung Cilincing RT  03 RW  02"
2024,"Kota Adm. Jakarta Utara",Cilincing,"Semper Timur","TPS Gaya Motor RW  08 Semper Timur","Tipe 4","Komp  Gaya Motor RW  08"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS RW  01 Kalibanglio Kali Baru","Tipe 4","Jl  Kali Banglio RT  02 01 Kel  Kalibaru"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS RW  013 Kalibaru","Tipe 4","Jl  Kalibaru Timur RT  13 RW  13"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS RW  014 Kalibaru","Tipe 4","Jl  Kali Baru Timur"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS RW  002 Kalibaru","Tipe 4","Jl  Kosambi 1 RT 13 RW  02"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS RW  08 Kalibaru","Tipe 4","Jl  Kalibaru Barat"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS RW  02 Kalibaru","Tipe 4","Jl  Kalibaru Timur"
2024,"Kota Adm. Jakarta Utara",Cilincing,Kalibaru,"TPS PD Pasar Jaya Kalibaru","Tipe 4","Jl Kalibaru Timur RW  02"
2024,"Kota Adm. Jakarta Utara",Cilincing,Marunda,"TPS RW  10 Marunda","Tipe 4","Rusun Marunda Cluster A"
2024,"Kota Adm. Jakarta Utara",Cilincing,Marunda,"TPS RW  11 Marunda","Tipe 4","Rusun Marunda Cluster B"
2024,"Kota Adm. Jakarta Utara",Cilincing,Marunda,"TPS RW  01 Marunda","Tipe 4","Jl  Raya Bidara"
2024,"Kota Adm. Jakarta Utara",Cilincing,Marunda,"TPS RW  03 Cabang 4 Marunda","Tipe 4","Jl  Marunda Baru 4"
2024,"Kota Adm. Jakarta Utara",Cilincing,Marunda,"TPS KEPU","Tipe 4","Jl  Kp  Marunda Kepu"
2024,"Kota Adm. Jakarta Utara",Cilincing,Marunda,"TPS RW  01 Dempet Marunda","Tipe 4","Jl  H  Dempet"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS TPI RW  04 Cilincing","Tipe 4","Jl  Cakung Drain TPI Kel Cilincing"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio RT  08 Cilincing","Tipe 4","Jl  Kali Banglio RT  08"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio bak 1 RT  09","Tipe 4","Jl  Kali Banglio RT  09"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio bak 2 RT  11 Cilincing","Tipe 4","Jl  Kali Banglio RT  11"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Kali Banglio bak 3 RT  16 RW  03 Cilincing","Tipe 4","Jl  Kali Banglio RT  16 RW  03"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS RW  10 Rusun Cilincing","Tipe 4","Jl  Cakung Drain RW  10"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS RT  13 RW 09 Cilincing","Tipe 4","Jl  Komp Pelindo RT  13 RW  09"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Rawa Malang RT  09 RW  09 Cilincing","Tipe 4","Jl  Cakung Drain RT  09 RW  09"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Al Alam RT 05 RW  04 Cilincing","Tipe 4","Jl  Rekreasi Cilincing RT  05 RW  04"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS Bulak Cabe RW  09 Cilincing","Tipe 4","Jl  Cakung Drain RW  09"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS RW  07 Cilincing","Tipe 4","Komp Brimob"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS RW  08 Cilincing","Tipe 4","Pasar Pagi RW  08"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS RW  01 Cilincing","Tipe 4","Jl  Cilincing Baru 1"
2024,"Kota Adm. Jakarta Utara",Cilincing,Cilincing,"TPS LINTAS Cilincing","Tipe 4","Jl  Raya Cilincing"
2024,"Kota Adm. Jakarta Utara",Cilincing,Sukapura,"TPS RW  01 Sukapura","Tipe 4","Jl Kompi jenggot Rw 01"
2024,"Kota Adm. Jakarta Utara",Cilincing,Sukapura,"TPS RW  02 Sukapura","Tipe 4","Jl  Tipar Cakung Rw 02 Sukapura"
2024,"Kota Adm. Jakarta Utara",Cilincing,Sukapura,"TPS RW  03 Sukapura","Tipe 4","Jl  Tipar Cakung Rw 03 Sukapura"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  01 Bhayangkara","Tipe 4","Jl  Bhayangkara"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas Kramat Jaya","Tipe 4","Jl  Kramat Jaya"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas Kramat Jaya RW  017","Tipe 4","Jl  Kramat Jaya"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas RT  01 RW  013","Tipe 4","Jl  H  Darpri"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas RT  02 RW  013","Tipe 4","Jl  H  Darpri"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas Simpang 5 RW  09","Tipe 4",Semper
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  02","Tipe 4","Perumahan Ancol Al Bahar"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  09 Tugu Utara","Tipe 4","Jl  Melati 7"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas RW  15","Tipe 4","Jl  Walang Baru"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  12","Tipe 4","Jl  Walang Baru"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  13","Tipe 4","Jl  H  Darpri"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Lintas RW  07","Tipe 4",N/A
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Komp UKA RW  008","Tipe 4","Jl  Komp UKA"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  006","Tipe 4","Jl  Mawar"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS RW  011","Tipe 4","Jl  Lontar Dalam"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Pasar Lontar","Tipe 4","Jl  Lontar Dalam"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Pasar Tugu","Tipe 4","Jl  Lontar Dalam"
2024,"Kota Adm. Jakarta Utara",Koja,"Tugu Utara","TPS Pasar Koja","Tipe 4","Jl  Lontar Dalam"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS RW  12","Tipe 4","Jl  Muncang"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS RW  02  amp  RW  04","Tipe 4","Jl  Inspeksi Kali Kresek"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS Gang 4 RW  016","Tipe 4","Jl  Kramat Jaya"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS RW  001","Tipe 4","Jl  Raya Cilincing"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS RW  011 Pasar Maja","Tipe 4","Jl  Maja No  22 RT  1 11"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS Pasar Waru","Tipe 4","Jl  Raya Cilincing 71 RT  2 1"
2024,"Kota Adm. Jakarta Utara",Koja,Lagoa,"TPS Pasar Sinar","Tipe 4","Jl  Lagoa 4A 10 RT  8 4"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Pasar Inpres RW  10 Kel  Pademangan Barat","Tipe 4","Jl  Pademangan 5 No  46 RW  10 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  14 Kel  Pademangan Barat","Tipe 2","Jl  Pademangan 1 No 13 RW  14 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Samsat Kel  Pademangan Barat","Tipe 4","Jl  Gunung Sahari Raya No  18 A RW  06 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Ruko Inkopal Kel  Pademangan Barat","Tipe 4","Jl  Gunung Sahari Raya No  3 RW  13  Inkopal Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Pasar Nalo RW  12 Kel  Pademangan Barat","Tipe 4","Jl  Laksana RE Martadinata No  4 RW  12 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  02 Kel  Pademangan Barat","Tipe 4","Jl  Hidup Baru No  44 247 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  13 Terowongan Kel  Pademangan Barat","Tipe 4","Jl  Budi Mulia Utara RW  13 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  01 Kel  Pademangan Barat","Tipe 2","Jl  Pademangan 1 RW  01 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  03 Kel  Pademangan Barat","Tipe 4","Jl  Hidup Baru No  132 RW  03 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS RW  11 Kel  Pademangan Barat","Tipe 4","Jl  Ampera 7 No  6 RW  11 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Lintas Jl  Martadinata Kel  Pademangan Barat","Tipe 4","Lintas Jl  Martadinata Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Ruko Permata RW  016","Tipe 4","Komplek Ruko Permata Ancol Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Gunung Sahari  Kel  Pademangan Barat","Tipe 4","Jl  Ampera Besar No  4 Kel  Pademangan Barat"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Timur","TPS Kelurahan Pademangan Timur","Tipe 1","Jl  Pademangan IX RT  02 010 Kel  Pademangan Timur"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Timur","TPS Pasar Elang RW  02 Kel  Pademangan Timur","Tipe 4","Jl  Pademangan Gg  XXV RW  02 Kel  Pademangan Timur"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Timur","TPS Pasar Jongkok Kel  Pademangan Timur","Tipe 4","Jl  Pademangan 5 Kel  Pademangan Timur"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS Kel  Ancol","Tipe 1","Jl  Ancol Barat VIII Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS Lintas Jl  Ancol Barat RT  01  01 Kel  Ancol","Tipe 4","Jakarta Inner Ring Road Kel Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS Bak Kembar Kel  Ancol","Tipe 4","Jl  Lodan Raya No 6 7 RW  002 Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS RW  04 Kel  Ancol","Tipe 4","Jl  Transmigrasi No  30 Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS RW  01 Kel  Ancol","Tipe 4","Jl  Lodan Raya No 8 Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS RW  02 Kel  Ancol","Tipe 4","Jl  Lodan Raya No  44 RW  02 Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS RW  01 Kel  Ancol","Tipe 4","Jl  Ancol Barat III No 2 Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS RW  08 Kel  Ancol","Tipe 4","Jl  Ancol IV No 28 29 Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,Ancol,"TPS RW  02 Rt 03  Kel  Ancol","Tipe 4","Jl  Parang Teritis  Kel  Ancol"
2024,"Kota Adm. Jakarta Utara",Pademangan,"Pademangan Barat","TPS Kel  Pademangan Barat","Tipe 1","Jl  Budi Mulya Raya No 114"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Penjaringan,"TPS RW  05 Kel Penjaringan","Tipe 2","Jl  Ekor Kuning RW  05 Kel Penjaringan"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Penjaringan,"TPS Rusun RW  06 Penjaringan","Tipe 2","Jl  Tanjung wangi"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Penjaringan,"TPS Kali Gendong","Tipe 1","Jl  Pluit Selatan Raya"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Penjaringan,"TPS Rusun Waduk Pluit RW  17","Tipe 4","Jl  Muara Baru  Penjaringan"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pejagalan,"TPS Moa","TPS 3R","Jl  Moa RW  012 Kel  Pejagalan"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  01","Tipe 4","Jl  Gambang 1"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  02","Tipe 4","Jl  Arwana 2"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  14","Tipe 4","Kebon Pala"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pejagalan,"TPS RW  018","Tipe 4","Jl  Pluit Mas RW  018"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pejagalan,"TPS Ps  Teluk Gong","Tipe 2","Jl  Teluk Gong Raya"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  02","Tipe 4","Jl  Pluit Karang Barat RW  02"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  03","Tipe 4","Jl  Pluit Karang Utara"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  04","Tipe 4","Jl  Pluit Permai"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  05","Tipe 4","Jl  Pluit Samudra"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  06","Tipe 4","Jl  Pluit Kencana RW  06"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  07","Tipe 4","Jl  Pluit Sakti"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  08","Tipe 4","Jl  Pluit Karang Permai RW  08"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  09","Tipe 4","Jl  Pluit Timur Raya"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Pasar  Pluit RW  06","Tipe 4","Jl  Pluit Kencana  Ps  Pluit  RW  06"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  14","Tipe 4","Jl  Pluit Karang Timur"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Komp  Perum Nelayan RW  011","Tipe 4","Komplek Perumahan Nelayan RW  01  011  21"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  013","Tipe 2","Jl  Pluit Karang Barat RW  013 dan Rusun Penjaringan RW  06 Penjaringan"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  015","Tipe 4","Jl  Pluit Karang Permai RW  015"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  017","Tipe 4",N/A
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS RW  018","Tipe 4",N/A
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Pasar  Muara Angke","Tipe 2","Jl  Muara Angke  Ps  Muara Angke"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Pasar Muara Karang","Tipe 2","Jl  Niaga II Muara karang"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Rusun Budha Suchi RW  20 Pluit","Tipe 4","Jl  Dermaga Kali Adem Muara Angke"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Muara Angke","Tipe 1","Jl  Dermaga Ujung Muara Angke"
2024,"Kota Adm. Jakarta Utara",Penjaringan,Pluit,"TPS Greenbay","Tipe 3","Greenbay  Pluit"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  02","Tipe 2","Jl  Duta Harapan Indah RW  02"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  03","Tipe 4","Jl  Kapuk Kencana"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  04","Tipe 4","Jl  Kapuk Muara Raya RW  04"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  05","Tipe 4","Jl  Villa Kapuk Mas RW  05"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  08","Tipe 4","Jl  Camar RW  08"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS RW  10","Tipe 4","Kapuk Muara"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kapuk Muara","TPS Rusun Kapuk Muara","Tipe 4","Rusun Kapuk Muara Jl  SMP 122 RW  09"
2024,"Kota Adm. Jakarta Utara",Penjaringan,"Kamal Muara","TPS RW  01 Kel  Kamal Muara","Tipe 4","Jl  Bundaran Kamal  RW  01"
2024,"Kota Adm. Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS A9","Tipe 4","Jl  Kp  Bahari RW  013"
2024,"Kota Adm. Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS A11","Tipe 2","Jalan Bahari 7 RW  14"
2024,"Kota Adm. Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS A2","Tipe 2","Jl  Kp  Bahari RW  012"
2024,"Kota Adm. Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Transito A2","Tipe 2","Kp  Bahari RW  012"
2024,"Kota Adm. Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Terminal Bus Tanjung Priok","Tipe 2","Terminal Bus Tanjung Priok"
2024,"Kota Adm. Jakarta Utara","Tanjung Priok","Tanjung Priok","TPS Stasiun Tanjung Priok","Tipe 2","Statsiun Tanjung Priok"
