date,kelurahan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,waste_tons,waste_tons_source
2025-01-02,jagakarsa,Jakarta Selatan,0.6,30.9,9.4,0,0,0,1114.738,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-03,jagakarsa,Jakarta Selatan,2.2,32.0,9.6,0,0,0,1253.104,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-04,jagakarsa,Jakarta Selatan,1.1,33.0,16.0,1,0,0,1388.189,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-05,jagakarsa,Jakarta Selatan,18.5,31.4,9.2,1,0,0,1173.27,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-06,jagakarsa,Jakarta Selatan,8.4,32.3,12.2,0,0,0,1222.018,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-07,jagakarsa,Jakarta Selatan,30.5,31.1,11.5,0,0,0,1457.381,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-08,jagakarsa,Jakarta Selatan,12.6,29.8,13.4,0,0,0,1231.0,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-09,jagakarsa,Jakarta Selatan,30.2,27.8,7.6,0,0,0,1225.251,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-10,jagakarsa,Jakarta Selatan,7.8,31.0,11.4,0,0,0,1254.889,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-11,jagakarsa,Jakarta Selatan,8.1,30.5,14.4,1,0,0,1131.26,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-12,jagakarsa,Jakarta Selatan,2.7,30.1,14.1,1,0,0,1227.585,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-13,jagakarsa,Jakarta Selatan,7.4,30.9,12.7,0,0,0,1160.06,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-14,jagakarsa,Jakarta Selatan,16.3,29.0,10.9,0,0,0,1330.972,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-15,jagakarsa,Jakarta Selatan,2.6,32.0,11.5,0,0,0,1106.939,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-16,jagakarsa,Jakarta Selatan,4.2,29.8,12.3,0,1,0,1101.845,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-17,jagakarsa,Jakarta Selatan,6.5,30.5,12.3,0,0,0,1173.147,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-18,jagakarsa,Jakarta Selatan,59.9,28.4,12.8,1,0,0,1551.66,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-19,jagakarsa,Jakarta Selatan,20.8,30.9,14.5,1,0,0,1607.342,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-20,jagakarsa,Jakarta Selatan,23.9,27.1,11.7,0,0,0,1114.282,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-21,jagakarsa,Jakarta Selatan,17.8,28.6,13.4,0,0,0,1289.248,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-22,jagakarsa,Jakarta Selatan,3.1,28.8,10.5,0,0,0,1067.129,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-23,jagakarsa,Jakarta Selatan,2.3,29.1,8.7,0,0,0,1262.916,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-24,jagakarsa,Jakarta Selatan,16.7,31.2,12.1,0,0,0,1166.28,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-25,jagakarsa,Jakarta Selatan,11.5,30.5,9.0,1,0,0,1268.399,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-26,jagakarsa,Jakarta Selatan,8.8,31.1,11.4,1,0,0,1188.279,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-27,jagakarsa,Jakarta Selatan,1.9,30.7,11.4,0,0,0,1157.1,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-28,jagakarsa,Jakarta Selatan,36.3,27.4,12.1,0,0,0,1385.848,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-29,jagakarsa,Jakarta Selatan,31.9,28.3,14.3,0,0,0,1403.791,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-30,jagakarsa,Jakarta Selatan,7.4,28.5,17.3,0,0,0,1163.721,calibrated_synthetic_anchored_to_SIPSN_real
2025-01-31,jagakarsa,Jakarta Selatan,1.9,29.5,14.1,0,0,0,1046.777,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-01,jagakarsa,Jakarta Selatan,6.8,29.6,14.2,1,0,0,1314.628,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-02,jagakarsa,Jakarta Selatan,7.3,30.7,11.9,1,0,0,1235.057,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-03,jagakarsa,Jakarta Selatan,2.6,31.7,12.6,0,0,0,1272.086,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-04,jagakarsa,Jakarta Selatan,13.8,29.8,14.8,0,0,0,1183.037,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-05,jagakarsa,Jakarta Selatan,9.1,30.7,15.6,0,0,0,1019.777,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-06,jagakarsa,Jakarta Selatan,5.9,29.2,13.9,0,0,0,1156.118,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-07,jagakarsa,Jakarta Selatan,7.2,30.0,13.2,0,0,0,1285.94,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-08,jagakarsa,Jakarta Selatan,23.1,29.6,11.1,1,0,0,1350.5,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-09,jagakarsa,Jakarta Selatan,16.0,29.3,11.1,1,0,0,1312.127,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-10,jagakarsa,Jakarta Selatan,6.8,30.1,10.5,0,0,0,1081.4,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-11,jagakarsa,Jakarta Selatan,8.2,30.5,10.3,0,0,0,1334.464,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-12,jagakarsa,Jakarta Selatan,1.9,32.9,9.4,0,0,0,1067.761,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-13,jagakarsa,Jakarta Selatan,1.9,33.3,8.0,0,0,0,1094.091,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-14,jagakarsa,Jakarta Selatan,0.5,33.1,11.9,0,0,0,1213.589,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-15,jagakarsa,Jakarta Selatan,3.0,30.3,11.5,1,0,0,1069.488,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-16,jagakarsa,Jakarta Selatan,4.8,31.1,8.7,1,0,0,1373.898,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-17,jagakarsa,Jakarta Selatan,6.5,30.0,9.4,0,1,0,1218.945,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-18,jagakarsa,Jakarta Selatan,10.3,30.7,11.0,0,0,0,1345.779,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-19,jagakarsa,Jakarta Selatan,20.1,29.3,11.5,0,0,0,1309.581,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-20,jagakarsa,Jakarta Selatan,2.7,30.4,10.0,0,0,0,1144.801,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-21,jagakarsa,Jakarta Selatan,0.8,30.5,12.5,0,0,0,1065.125,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-22,jagakarsa,Jakarta Selatan,7.8,29.4,10.9,1,0,0,1227.06,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-23,jagakarsa,Jakarta Selatan,22.5,28.3,9.5,1,0,0,1233.598,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-24,jagakarsa,Jakarta Selatan,14.0,30.3,9.1,0,0,0,1302.218,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-25,jagakarsa,Jakarta Selatan,12.9,30.6,7.8,0,0,0,1336.083,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-26,jagakarsa,Jakarta Selatan,9.6,28.8,5.8,0,0,0,1305.267,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-27,jagakarsa,Jakarta Selatan,9.4,30.1,8.0,0,0,0,1194.858,calibrated_synthetic_anchored_to_SIPSN_real
2025-02-28,jagakarsa,Jakarta Selatan,8.3,30.6,8.5,0,0,0,1248.916,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-01,jagakarsa,Jakarta Selatan,5.1,30.1,8.4,1,0,0,1256.746,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-02,jagakarsa,Jakarta Selatan,5.7,31.3,9.7,1,0,0,1238.696,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-03,jagakarsa,Jakarta Selatan,22.7,30.9,7.7,0,0,0,1349.239,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-04,jagakarsa,Jakarta Selatan,22.2,28.5,8.1,0,0,0,1259.548,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-05,jagakarsa,Jakarta Selatan,10.2,31.3,10.0,0,0,0,1327.41,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-06,jagakarsa,Jakarta Selatan,14.9,31.9,11.4,0,0,0,1193.42,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-07,jagakarsa,Jakarta Selatan,4.7,31.8,14.7,0,0,0,1121.033,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-08,jagakarsa,Jakarta Selatan,11.1,31.8,11.0,1,0,0,1455.572,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-09,jagakarsa,Jakarta Selatan,15.1,28.3,8.4,1,0,0,1485.164,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-10,jagakarsa,Jakarta Selatan,13.8,29.7,6.9,0,0,0,1200.767,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-11,jagakarsa,Jakarta Selatan,9.6,30.8,8.8,0,0,0,1269.375,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-12,jagakarsa,Jakarta Selatan,16.8,31.2,9.6,0,0,0,1245.131,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-13,jagakarsa,Jakarta Selatan,2.2,31.8,8.1,0,0,0,1204.715,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-14,jagakarsa,Jakarta Selatan,14.2,31.8,13.7,0,0,0,1455.374,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-15,jagakarsa,Jakarta Selatan,23.9,30.2,16.3,1,0,0,1475.992,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-16,jagakarsa,Jakarta Selatan,11.3,30.7,13.9,1,0,0,1474.656,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-17,jagakarsa,Jakarta Selatan,33.9,29.7,12.6,0,0,0,1626.028,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-18,jagakarsa,Jakarta Selatan,19.5,29.5,8.6,0,1,0,1228.374,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-19,jagakarsa,Jakarta Selatan,24.5,31.3,11.1,0,1,0,1201.001,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-20,jagakarsa,Jakarta Selatan,0.9,30.3,13.7,0,1,0,1135.778,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-21,jagakarsa,Jakarta Selatan,3.8,30.7,15.7,0,1,0,1179.1,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-22,jagakarsa,Jakarta Selatan,6.8,30.8,15.5,1,1,0,1066.55,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-23,jagakarsa,Jakarta Selatan,7.9,31.1,13.5,1,1,0,1266.457,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-24,jagakarsa,Jakarta Selatan,4.1,30.3,12.4,0,1,0,1152.135,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-25,jagakarsa,Jakarta Selatan,1.6,30.6,12.7,0,0,0,1281.34,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-26,jagakarsa,Jakarta Selatan,7.4,30.1,13.9,0,0,0,1237.908,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-27,jagakarsa,Jakarta Selatan,4.5,30.6,11.0,0,0,0,1147.054,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-28,jagakarsa,Jakarta Selatan,15.1,29.4,13.3,0,0,0,1362.654,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-29,jagakarsa,Jakarta Selatan,1.1,31.6,16.6,1,0,0,1364.543,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-30,jagakarsa,Jakarta Selatan,0.3,31.9,10.8,1,0,0,1211.063,calibrated_synthetic_anchored_to_SIPSN_real
2025-03-31,jagakarsa,Jakarta Selatan,1.4,33.1,12.1,0,0,0,1157.087,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-01,jagakarsa,Jakarta Selatan,28.7,28.9,10.0,0,0,0,933.846,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-02,jagakarsa,Jakarta Selatan,10.8,31.1,8.2,0,0,0,1022.608,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-03,jagakarsa,Jakarta Selatan,8.9,30.2,8.3,0,1,0,973.628,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-04,jagakarsa,Jakarta Selatan,15.7,29.8,8.0,0,0,0,1122.535,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-05,jagakarsa,Jakarta Selatan,4.3,31.2,7.8,1,1,0,1025.056,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-06,jagakarsa,Jakarta Selatan,9.4,31.2,10.2,1,0,0,1061.12,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-07,jagakarsa,Jakarta Selatan,2.4,31.2,7.7,0,0,0,936.824,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-08,jagakarsa,Jakarta Selatan,1.6,31.0,8.8,0,0,0,1047.576,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-09,jagakarsa,Jakarta Selatan,10.9,31.7,10.7,0,0,0,1154.69,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-10,jagakarsa,Jakarta Selatan,5.4,32.1,8.3,0,0,0,1067.187,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-11,jagakarsa,Jakarta Selatan,11.0,31.7,8.4,0,0,0,1117.183,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-12,jagakarsa,Jakarta Selatan,11.6,29.8,7.1,1,0,0,1050.599,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-13,jagakarsa,Jakarta Selatan,17.2,29.7,10.6,1,0,0,1130.967,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-14,jagakarsa,Jakarta Selatan,4.0,31.4,11.0,0,0,0,1000.347,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-15,jagakarsa,Jakarta Selatan,17.7,30.2,9.7,0,0,0,1080.747,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-16,jagakarsa,Jakarta Selatan,4.3,31.3,6.9,0,0,0,1039.747,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-17,jagakarsa,Jakarta Selatan,5.9,28.3,8.7,0,0,0,1158.406,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-18,jagakarsa,Jakarta Selatan,12.1,30.5,8.7,0,0,0,1191.192,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-19,jagakarsa,Jakarta Selatan,3.7,31.9,6.2,1,0,0,1021.944,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-20,jagakarsa,Jakarta Selatan,3.8,31.2,8.6,1,0,0,1167.662,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-21,jagakarsa,Jakarta Selatan,2.6,30.6,7.4,0,0,0,1087.978,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-22,jagakarsa,Jakarta Selatan,0.4,32.8,9.2,0,0,0,969.121,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-23,jagakarsa,Jakarta Selatan,2.9,32.0,11.5,0,0,0,1106.335,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-24,jagakarsa,Jakarta Selatan,10.6,31.9,10.4,0,0,0,1102.189,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-25,jagakarsa,Jakarta Selatan,7.1,31.9,6.7,0,0,0,923.481,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-26,jagakarsa,Jakarta Selatan,8.3,31.6,9.3,1,0,0,1147.16,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-27,jagakarsa,Jakarta Selatan,6.4,32.0,8.8,1,0,0,1125.529,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-28,jagakarsa,Jakarta Selatan,3.3,31.6,10.7,0,0,0,1015.161,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-29,jagakarsa,Jakarta Selatan,1.1,32.3,7.4,0,0,0,1030.752,calibrated_synthetic_anchored_to_SIPSN_real
2025-04-30,jagakarsa,Jakarta Selatan,3.0,33.2,10.3,0,0,0,976.073,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-01,jagakarsa,Jakarta Selatan,2.0,34.2,9.7,0,1,0,1189.995,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-02,jagakarsa,Jakarta Selatan,5.1,33.5,8.2,0,0,0,1129.399,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-03,jagakarsa,Jakarta Selatan,5.6,33.8,10.1,1,0,0,1228.95,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-04,jagakarsa,Jakarta Selatan,13.5,30.6,8.9,1,0,0,1341.17,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-05,jagakarsa,Jakarta Selatan,3.0,32.6,7.5,0,0,0,1033.412,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-06,jagakarsa,Jakarta Selatan,1.1,32.4,5.2,0,0,0,1055.182,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-07,jagakarsa,Jakarta Selatan,3.3,32.0,7.9,0,0,0,949.789,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-08,jagakarsa,Jakarta Selatan,7.0,31.8,8.3,0,0,0,1185.877,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-09,jagakarsa,Jakarta Selatan,2.6,32.5,9.9,0,0,0,1028.756,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-10,jagakarsa,Jakarta Selatan,18.2,33.2,10.3,1,0,0,1317.476,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-11,jagakarsa,Jakarta Selatan,3.7,32.4,8.5,1,0,0,1249.461,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-12,jagakarsa,Jakarta Selatan,2.8,31.8,10.6,0,0,0,1189.563,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-13,jagakarsa,Jakarta Selatan,13.0,32.6,11.2,0,0,0,1111.89,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-14,jagakarsa,Jakarta Selatan,10.0,31.5,7.4,0,1,0,1217.979,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-15,jagakarsa,Jakarta Selatan,0.2,31.9,7.6,0,1,0,1295.752,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-16,jagakarsa,Jakarta Selatan,29.0,32.9,10.7,0,0,0,1404.383,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-17,jagakarsa,Jakarta Selatan,16.8,32.7,11.8,1,0,0,1410.95,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-18,jagakarsa,Jakarta Selatan,0.1,32.4,8.0,1,0,0,1246.323,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-19,jagakarsa,Jakarta Selatan,0.0,32.1,6.5,0,0,0,1046.189,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-20,jagakarsa,Jakarta Selatan,0.0,34.3,9.6,0,0,0,1200.906,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-21,jagakarsa,Jakarta Selatan,32.0,32.5,10.8,0,0,0,1298.732,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-22,jagakarsa,Jakarta Selatan,7.0,29.5,8.6,0,0,0,1185.869,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-23,jagakarsa,Jakarta Selatan,30.2,27.7,10.4,0,0,0,1250.383,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-24,jagakarsa,Jakarta Selatan,17.0,30.9,8.4,1,0,0,1286.092,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-25,jagakarsa,Jakarta Selatan,15.1,29.9,8.6,1,0,0,1321.276,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-26,jagakarsa,Jakarta Selatan,17.7,29.2,10.4,0,0,0,1249.06,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-27,jagakarsa,Jakarta Selatan,0.0,31.6,12.5,0,1,0,1179.687,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-28,jagakarsa,Jakarta Selatan,0.6,32.4,7.0,0,1,0,1082.68,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-29,jagakarsa,Jakarta Selatan,13.7,32.2,8.3,0,0,0,1099.985,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-30,jagakarsa,Jakarta Selatan,0.1,31.8,8.1,0,0,0,1291.501,calibrated_synthetic_anchored_to_SIPSN_real
2025-05-31,jagakarsa,Jakarta Selatan,7.5,32.6,7.9,1,1,0,1480.892,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-01,jagakarsa,Jakarta Selatan,0.2,29.9,6.7,1,1,0,1207.302,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-02,jagakarsa,Jakarta Selatan,0.0,32.5,8.5,0,0,0,979.258,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-03,jagakarsa,Jakarta Selatan,1.8,32.2,9.7,0,0,0,1023.397,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-04,jagakarsa,Jakarta Selatan,4.0,31.7,7.2,0,0,0,1133.983,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-05,jagakarsa,Jakarta Selatan,1.7,32.5,7.7,0,0,0,1212.058,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-06,jagakarsa,Jakarta Selatan,10.8,31.7,9.3,0,0,0,1067.141,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-07,jagakarsa,Jakarta Selatan,1.3,31.4,6.6,1,0,0,1153.487,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-08,jagakarsa,Jakarta Selatan,0.0,31.8,7.8,1,0,0,1183.45,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-09,jagakarsa,Jakarta Selatan,1.0,31.8,5.9,0,0,0,1166.83,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-10,jagakarsa,Jakarta Selatan,4.2,30.9,7.9,0,0,0,1059.355,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-11,jagakarsa,Jakarta Selatan,2.6,30.9,10.5,0,0,0,960.853,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-12,jagakarsa,Jakarta Selatan,1.0,33.1,9.9,0,0,0,1144.412,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-13,jagakarsa,Jakarta Selatan,0.0,33.6,12.0,0,0,0,1191.487,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-14,jagakarsa,Jakarta Selatan,0.7,33.6,12.9,1,0,0,1157.536,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-15,jagakarsa,Jakarta Selatan,1.4,33.0,11.4,1,0,0,1203.632,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-16,jagakarsa,Jakarta Selatan,2.5,32.6,8.7,0,1,0,1048.468,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-17,jagakarsa,Jakarta Selatan,22.0,31.6,10.8,0,0,0,1099.232,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-18,jagakarsa,Jakarta Selatan,12.6,29.8,8.6,0,0,0,1276.87,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-19,jagakarsa,Jakarta Selatan,1.9,28.1,9.8,0,0,0,1123.4,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-20,jagakarsa,Jakarta Selatan,27.1,30.1,8.7,0,0,0,1223.327,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-21,jagakarsa,Jakarta Selatan,27.8,29.6,8.2,1,0,0,1412.468,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-22,jagakarsa,Jakarta Selatan,18.2,31.1,12.7,1,0,0,1151.2,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-23,jagakarsa,Jakarta Selatan,25.5,30.8,10.0,0,0,0,1125.529,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-24,jagakarsa,Jakarta Selatan,4.7,30.7,7.4,0,0,0,1103.087,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-25,jagakarsa,Jakarta Selatan,0.2,31.1,5.4,0,0,0,1041.182,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-26,jagakarsa,Jakarta Selatan,0.0,31.5,6.5,0,0,0,1159.717,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-27,jagakarsa,Jakarta Selatan,1.1,30.5,5.9,0,0,0,1073.105,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-28,jagakarsa,Jakarta Selatan,2.5,30.3,7.7,1,0,0,1076.622,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-29,jagakarsa,Jakarta Selatan,5.0,27.8,7.3,1,0,0,1171.77,calibrated_synthetic_anchored_to_SIPSN_real
2025-06-30,jagakarsa,Jakarta Selatan,9.3,30.8,12.7,0,0,0,1104.338,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-01,jagakarsa,Jakarta Selatan,23.3,30.5,11.8,0,0,0,1299.331,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-02,jagakarsa,Jakarta Selatan,12.3,31.5,7.7,0,0,0,1244.242,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-03,jagakarsa,Jakarta Selatan,21.1,30.7,8.0,0,0,0,1251.03,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-04,jagakarsa,Jakarta Selatan,0.7,31.3,7.8,0,0,0,1145.381,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-05,jagakarsa,Jakarta Selatan,12.5,30.1,9.0,1,0,0,1264.679,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-06,jagakarsa,Jakarta Selatan,9.0,31.1,7.3,1,0,0,1128.033,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-07,jagakarsa,Jakarta Selatan,25.8,30.4,7.8,0,0,0,1233.903,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-08,jagakarsa,Jakarta Selatan,4.1,31.3,10.8,0,0,0,1087.046,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-09,jagakarsa,Jakarta Selatan,5.7,30.6,8.4,0,0,0,1278.005,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-10,jagakarsa,Jakarta Selatan,2.4,30.3,7.6,0,0,0,1242.952,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-11,jagakarsa,Jakarta Selatan,0.3,31.3,6.1,0,0,0,1174.381,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-12,jagakarsa,Jakarta Selatan,0.0,33.3,11.9,1,0,0,1231.275,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-13,jagakarsa,Jakarta Selatan,3.8,33.3,10.5,1,0,0,1186.178,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-14,jagakarsa,Jakarta Selatan,0.6,31.3,5.9,0,0,0,1009.267,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-15,jagakarsa,Jakarta Selatan,7.7,31.6,5.2,0,0,0,1097.265,calibrated_synthetic_anchored_to_SIPSN_real
2025-07-16,jagakarsa,Jakarta Selatan,9.7,32.1,8.0,0,0,0,1125.499,calibrated_synthetic_anchored_to_SIPSN_real
