date,kecamatan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,day_of_week,month_of_year,day_of_month,is_payday,rain_3d,waste_tons,waste_tons_source
2026-03-26,cilincing,Jakarta Utara,3.8,30.7,12.2,0,0,0,3,3,26,1,15.4,334.236,calibrated_synthetic_anchored_to_SILIKA_real
2026-03-27,cilincing,Jakarta Utara,7.8,30.5,12.2,0,0,0,4,3,27,1,13.0,294.107,calibrated_synthetic_anchored_to_SILIKA_real
2026-03-28,cilincing,Jakarta Utara,5.8,28.8,8.8,1,0,0,5,3,28,1,17.4,355.601,calibrated_synthetic_anchored_to_SILIKA_real
2026-03-29,cilincing,Jakarta Utara,3.2,31.6,8.4,1,0,0,6,3,29,0,16.8,338.799,calibrated_synthetic_anchored_to_SILIKA_real
2026-03-30,cilincing,Jakarta Utara,0.9,31.6,8.3,0,0,0,0,3,30,0,9.9,333.116,calibrated_synthetic_anchored_to_SILIKA_real
2026-03-31,cilincing,Jakarta Utara,7.1,31.0,9.6,0,0,0,1,3,31,0,11.2,330.774,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-01,cilincing,Jakarta Utara,2.8,32.1,9.8,0,0,0,2,4,1,1,10.8,371.534,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-02,cilincing,Jakarta Utara,7.3,31.7,8.6,0,0,0,3,4,2,1,17.2,372.88,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-03,cilincing,Jakarta Utara,14.2,33.3,7.7,0,1,0,4,4,3,0,24.3,407.874,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-04,cilincing,Jakarta Utara,6.2,31.6,10.5,1,0,0,5,4,4,0,27.7,400.034,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-05,cilincing,Jakarta Utara,5.5,32.2,9.0,1,1,0,6,4,5,0,25.9,382.911,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-06,cilincing,Jakarta Utara,2.5,32.2,9.2,0,0,0,0,4,6,0,14.2,392.936,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-07,cilincing,Jakarta Utara,2.1,32.2,9.1,0,0,0,1,4,7,0,10.1,342.053,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-08,cilincing,Jakarta Utara,12.0,32.0,12.1,0,0,0,2,4,8,0,16.6,359.267,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-09,cilincing,Jakarta Utara,11.7,29.8,13.8,0,0,0,3,4,9,0,25.8,380.999,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-10,cilincing,Jakarta Utara,8.8,31.3,12.5,0,0,0,4,4,10,0,32.5,346.432,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-11,cilincing,Jakarta Utara,6.5,32.3,8.9,1,0,0,5,4,11,0,27.0,333.876,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-12,cilincing,Jakarta Utara,6.9,33.2,7.2,1,0,0,6,4,12,0,22.2,365.555,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-13,cilincing,Jakarta Utara,2.4,32.3,10.7,0,0,0,0,4,13,0,15.8,359.084,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-14,cilincing,Jakarta Utara,7.7,32.0,10.6,0,0,0,1,4,14,0,17.0,351.945,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-15,cilincing,Jakarta Utara,4.5,31.9,10.9,0,0,0,2,4,15,0,14.6,339.527,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-16,cilincing,Jakarta Utara,10.4,32.9,9.7,0,0,0,3,4,16,0,22.6,382.013,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-17,cilincing,Jakarta Utara,7.3,31.6,11.0,0,0,0,4,4,17,0,22.2,355.147,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-18,cilincing,Jakarta Utara,13.7,32.0,14.2,1,0,0,5,4,18,0,31.4,420.688,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-19,cilincing,Jakarta Utara,2.3,33.4,9.0,1,0,0,6,4,19,0,23.3,365.754,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-20,cilincing,Jakarta Utara,3.0,33.3,11.5,0,0,0,0,4,20,0,19.0,368.732,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-21,cilincing,Jakarta Utara,16.8,32.1,11.5,0,0,0,1,4,21,0,22.1,360.974,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-22,cilincing,Jakarta Utara,11.7,33.3,13.8,0,0,0,2,4,22,0,31.5,371.731,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-23,cilincing,Jakarta Utara,0.8,31.8,9.0,0,0,0,3,4,23,0,29.3,384.263,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-24,cilincing,Jakarta Utara,1.0,33.2,10.5,0,0,0,4,4,24,0,13.5,335.353,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-25,cilincing,Jakarta Utara,8.6,34.3,14.2,1,0,0,5,4,25,1,10.4,379.099,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-26,cilincing,Jakarta Utara,3.6,31.8,9.1,1,0,0,6,4,26,1,13.2,367.999,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-27,cilincing,Jakarta Utara,1.2,33.7,8.1,0,0,0,0,4,27,1,13.4,352.212,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-28,cilincing,Jakarta Utara,26.4,31.5,7.2,0,0,0,1,4,28,1,31.2,398.068,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-29,cilincing,Jakarta Utara,7.5,32.7,10.4,0,0,0,2,4,29,0,35.1,365.66,calibrated_synthetic_anchored_to_SILIKA_real
2026-04-30,cilincing,Jakarta Utara,22.0,31.6,8.6,0,0,0,3,4,30,0,55.9,380.85,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-01,cilincing,Jakarta Utara,1.9,33.0,11.5,0,1,0,4,5,1,1,31.4,374.689,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-02,cilincing,Jakarta Utara,5.1,30.4,9.8,1,0,0,5,5,2,1,29.0,381.966,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-03,cilincing,Jakarta Utara,22.0,32.6,9.2,1,0,0,6,5,3,0,29.0,406.066,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-04,cilincing,Jakarta Utara,12.5,30.5,10.0,0,0,0,0,5,4,0,39.6,366.05,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-05,cilincing,Jakarta Utara,21.0,29.9,8.6,0,0,0,1,5,5,0,55.5,410.305,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-06,cilincing,Jakarta Utara,1.3,32.7,8.1,0,0,0,2,5,6,0,34.8,381.235,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-07,cilincing,Jakarta Utara,0.6,32.7,11.3,0,0,0,3,5,7,0,22.9,365.435,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-08,cilincing,Jakarta Utara,0.1,32.7,9.2,0,0,0,4,5,8,0,2.0,374.347,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-09,cilincing,Jakarta Utara,3.1,32.3,7.5,1,0,0,5,5,9,0,3.8,409.354,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-10,cilincing,Jakarta Utara,4.7,33.4,11.1,1,0,0,6,5,10,0,7.9,393.795,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-11,cilincing,Jakarta Utara,6.7,34.4,9.8,0,0,0,0,5,11,0,14.5,392.6,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-12,cilincing,Jakarta Utara,1.2,34.8,14.5,0,0,0,1,5,12,0,12.6,347.902,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-13,cilincing,Jakarta Utara,0.7,36.1,8.2,0,0,0,2,5,13,0,8.6,359.847,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-14,cilincing,Jakarta Utara,2.8,34.7,11.3,0,1,0,3,5,14,0,4.7,357.711,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-15,cilincing,Jakarta Utara,11.4,33.8,10.0,0,1,0,4,5,15,0,14.9,408.476,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-16,cilincing,Jakarta Utara,8.1,30.9,7.7,1,0,0,5,5,16,0,22.3,364.696,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-17,cilincing,Jakarta Utara,0.2,31.7,8.1,1,0,0,6,5,17,0,19.7,421.226,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-18,cilincing,Jakarta Utara,1.4,32.8,10.1,0,0,0,0,5,18,0,9.7,376.606,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-19,cilincing,Jakarta Utara,5.7,31.8,9.5,0,0,0,1,5,19,0,7.3,399.665,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-20,cilincing,Jakarta Utara,5.9,30.4,9.6,0,0,0,2,5,20,0,13.0,365.433,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-21,cilincing,Jakarta Utara,2.8,35.3,7.8,0,0,0,3,5,21,0,14.4,356.237,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-22,cilincing,Jakarta Utara,5.1,34.6,10.9,0,0,0,4,5,22,0,13.8,378.406,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-23,cilincing,Jakarta Utara,11.6,31.4,8.2,1,0,0,5,5,23,0,19.5,443.369,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-24,cilincing,Jakarta Utara,13.0,30.4,10.2,1,0,0,6,5,24,0,29.7,406.324,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-25,cilincing,Jakarta Utara,2.4,32.5,13.0,0,0,0,0,5,25,1,27.0,344.623,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-26,cilincing,Jakarta Utara,1.1,33.2,10.9,0,0,0,1,5,26,1,16.5,347.588,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-27,cilincing,Jakarta Utara,0.0,32.2,7.4,0,1,0,2,5,27,1,3.5,385.832,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-28,cilincing,Jakarta Utara,0.0,33.3,8.7,0,1,0,3,5,28,1,1.1,411.308,calibrated_synthetic_anchored_to_SILIKA_real
2026-05-29,cilincing,Jakarta Utara,0.5,34.5,9.2,0,0,0,4,5,29,0,0.5,343.116,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-01,pademangan,Jakarta Utara,12.4,29.8,15.3,0,1,0,4,1,1,1,12.4,121.517,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-02,pademangan,Jakarta Utara,1.1,29.4,12.0,1,0,0,5,1,2,1,13.5,119.975,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-03,pademangan,Jakarta Utara,5.0,31.3,14.1,1,0,0,6,1,3,0,18.5,129.545,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-04,pademangan,Jakarta Utara,1.9,29.7,13.7,0,0,0,0,1,4,0,8.0,123.135,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-05,pademangan,Jakarta Utara,10.6,28.3,10.5,0,0,0,1,1,5,0,17.5,121.332,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-06,pademangan,Jakarta Utara,27.2,29.4,12.9,0,0,0,2,1,6,0,39.7,124.239,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-07,pademangan,Jakarta Utara,3.2,29.0,10.5,0,0,0,3,1,7,0,41.0,114.876,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-08,pademangan,Jakarta Utara,3.8,28.9,11.2,0,0,0,4,1,8,0,34.2,103.165,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-09,pademangan,Jakarta Utara,27.8,30.0,17.1,1,0,0,5,1,9,0,34.8,130.979,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-10,pademangan,Jakarta Utara,16.4,28.5,16.6,1,0,0,6,1,10,0,48.0,120.197,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-11,pademangan,Jakarta Utara,9.2,29.3,16.3,0,0,0,0,1,11,0,53.4,109.046,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-12,pademangan,Jakarta Utara,6.8,29.4,15.1,0,0,0,1,1,12,0,32.4,116.435,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-13,pademangan,Jakarta Utara,7.0,28.0,17.0,0,0,0,2,1,13,0,23.0,110.431,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-14,pademangan,Jakarta Utara,1.0,28.0,10.8,0,0,0,3,1,14,0,14.8,116.218,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-15,pademangan,Jakarta Utara,0.6,29.6,12.0,0,0,0,4,1,15,0,8.6,117.367,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-16,pademangan,Jakarta Utara,0.0,31.9,18.3,1,1,0,5,1,16,0,1.6,107.787,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-17,pademangan,Jakarta Utara,1.8,30.0,13.9,1,0,0,6,1,17,0,2.4,105.543,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-18,pademangan,Jakarta Utara,24.3,27.5,18.9,0,0,0,0,1,18,0,26.1,125.89,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-19,pademangan,Jakarta Utara,19.0,26.5,17.4,0,0,0,1,1,19,0,45.1,126.144,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-20,pademangan,Jakarta Utara,11.6,27.5,15.9,0,0,0,2,1,20,0,54.9,120.318,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-21,pademangan,Jakarta Utara,14.0,28.0,10.6,0,0,0,3,1,21,0,44.6,121.137,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-22,pademangan,Jakarta Utara,3.8,28.9,13.1,0,0,0,4,1,22,0,29.4,115.008,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-23,pademangan,Jakarta Utara,1.6,28.7,12.3,1,0,0,5,1,23,0,19.4,122.944,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-24,pademangan,Jakarta Utara,96.7,26.0,5.8,1,0,0,6,1,24,0,102.1,133.24,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-25,pademangan,Jakarta Utara,14.4,29.5,11.0,0,0,0,0,1,25,1,112.7,129.214,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-26,pademangan,Jakarta Utara,12.6,29.0,15.0,0,0,0,1,1,26,1,123.7,121.068,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-27,pademangan,Jakarta Utara,24.5,26.2,14.1,0,0,0,2,1,27,1,51.5,124.693,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-28,pademangan,Jakarta Utara,25.0,26.1,14.0,0,0,0,3,1,28,1,62.1,124.422,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-29,pademangan,Jakarta Utara,1.3,27.4,18.5,0,0,0,4,1,29,0,50.8,105.359,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-30,pademangan,Jakarta Utara,22.2,28.3,16.0,1,0,0,5,1,30,0,48.5,121.871,calibrated_synthetic_anchored_to_SILIKA_real
2021-01-31,pademangan,Jakarta Utara,20.4,27.4,16.8,1,0,0,6,1,31,0,43.9,141.431,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-01,pademangan,Jakarta Utara,5.1,30.3,16.3,0,0,0,0,2,1,1,47.7,109.396,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-02,pademangan,Jakarta Utara,31.1,29.0,14.2,0,0,0,1,2,2,1,56.6,134.446,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-03,pademangan,Jakarta Utara,36.2,26.9,12.6,0,0,0,2,2,3,0,72.4,131.336,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-04,pademangan,Jakarta Utara,12.1,29.5,17.8,0,0,0,3,2,4,0,79.4,118.463,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-05,pademangan,Jakarta Utara,7.7,29.2,20.9,0,0,0,4,2,5,0,56.0,113.741,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-06,pademangan,Jakarta Utara,10.1,29.3,18.5,1,0,0,5,2,6,0,29.9,128.581,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-07,pademangan,Jakarta Utara,26.7,28.4,19.6,1,0,0,6,2,7,0,44.5,121.097,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-08,pademangan,Jakarta Utara,40.1,28.7,14.5,0,0,0,0,2,8,0,76.9,131.054,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-09,pademangan,Jakarta Utara,10.3,29.1,13.1,0,0,0,1,2,9,0,77.1,115.593,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-10,pademangan,Jakarta Utara,4.4,29.0,14.8,0,0,0,2,2,10,0,54.8,119.987,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-11,pademangan,Jakarta Utara,2.9,30.1,16.2,0,0,0,3,2,11,0,17.6,112.371,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-12,pademangan,Jakarta Utara,10.1,28.5,14.5,0,0,0,4,2,12,0,17.4,114.698,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-13,pademangan,Jakarta Utara,7.6,28.7,12.2,1,0,0,5,2,13,0,20.6,119.716,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-14,pademangan,Jakarta Utara,13.8,28.7,11.0,1,0,0,6,2,14,0,31.5,120.767,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-15,pademangan,Jakarta Utara,13.5,27.5,11.5,0,0,0,0,2,15,0,34.9,120.325,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-16,pademangan,Jakarta Utara,14.1,27.8,10.8,0,0,0,1,2,16,0,41.4,117.451,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-17,pademangan,Jakarta Utara,13.1,28.1,11.9,0,1,0,2,2,17,0,40.7,113.973,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-18,pademangan,Jakarta Utara,25.7,29.7,18.7,0,0,0,3,2,18,0,52.9,113.902,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-19,pademangan,Jakarta Utara,27.0,26.3,12.5,0,0,0,4,2,19,0,65.8,134.163,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-20,pademangan,Jakarta Utara,21.1,27.9,14.5,1,0,0,5,2,20,0,73.8,127.062,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-21,pademangan,Jakarta Utara,7.5,29.3,12.4,1,0,0,6,2,21,0,55.6,115.171,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-22,pademangan,Jakarta Utara,1.5,29.9,12.7,0,0,0,0,2,22,0,30.1,106.708,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-23,pademangan,Jakarta Utara,1.8,31.8,18.9,0,0,0,1,2,23,0,10.8,112.607,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-24,pademangan,Jakarta Utara,8.6,27.2,16.3,0,0,0,2,2,24,0,11.9,106.529,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-25,pademangan,Jakarta Utara,21.9,28.5,16.4,0,0,0,3,2,25,1,32.3,116.623,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-26,pademangan,Jakarta Utara,22.8,27.7,12.6,0,0,0,4,2,26,1,53.3,122.984,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-27,pademangan,Jakarta Utara,5.4,31.2,11.6,1,0,0,5,2,27,1,50.1,121.84,calibrated_synthetic_anchored_to_SILIKA_real
2021-02-28,pademangan,Jakarta Utara,0.5,32.2,18.0,1,0,0,6,2,28,1,28.7,119.564,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-01,pademangan,Jakarta Utara,6.0,32.6,12.3,0,0,0,0,3,1,1,11.9,109.399,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-02,pademangan,Jakarta Utara,6.0,29.6,8.5,0,0,0,1,3,2,1,12.5,112.17,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-03,pademangan,Jakarta Utara,8.7,29.5,11.0,0,0,0,2,3,3,0,20.7,107.433,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-04,pademangan,Jakarta Utara,1.9,29.3,8.7,0,0,0,3,3,4,0,16.6,106.69,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-05,pademangan,Jakarta Utara,10.2,30.9,11.5,0,0,0,4,3,5,0,20.8,120.438,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-06,pademangan,Jakarta Utara,2.9,30.3,9.5,1,0,0,5,3,6,0,15.0,131.541,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-07,pademangan,Jakarta Utara,6.7,29.5,9.3,1,0,0,6,3,7,0,19.8,125.787,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-08,pademangan,Jakarta Utara,16.4,28.5,14.0,0,0,0,0,3,8,0,26.0,130.896,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-09,pademangan,Jakarta Utara,1.9,30.2,13.0,0,0,0,1,3,9,0,25.0,106.907,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-10,pademangan,Jakarta Utara,15.1,28.0,11.4,0,0,0,2,3,10,0,33.4,129.159,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-11,pademangan,Jakarta Utara,12.1,28.8,12.6,0,0,0,3,3,11,0,29.1,120.142,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-12,pademangan,Jakarta Utara,2.6,29.3,15.0,0,0,0,4,3,12,0,29.8,115.546,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-13,pademangan,Jakarta Utara,8.1,29.6,13.0,1,0,0,5,3,13,0,22.8,120.409,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-14,pademangan,Jakarta Utara,5.8,30.4,16.0,1,0,0,6,3,14,0,16.5,115.682,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-15,pademangan,Jakarta Utara,2.5,30.6,9.0,0,0,0,0,3,15,0,16.4,114.014,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-16,pademangan,Jakarta Utara,27.3,30.8,10.3,0,0,0,1,3,16,0,35.6,121.699,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-17,pademangan,Jakarta Utara,1.3,31.5,9.2,0,0,0,2,3,17,0,31.1,100.679,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-18,pademangan,Jakarta Utara,4.8,30.9,10.0,0,1,0,3,3,18,0,33.4,109.305,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-19,pademangan,Jakarta Utara,3.0,30.9,8.4,0,1,0,4,3,19,0,9.1,114.889,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-20,pademangan,Jakarta Utara,0.2,32.0,10.7,1,1,0,5,3,20,0,8.0,119.328,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-21,pademangan,Jakarta Utara,1.9,32.2,13.7,1,1,0,6,3,21,0,5.1,120.479,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-22,pademangan,Jakarta Utara,3.8,31.9,15.8,0,1,0,0,3,22,0,5.9,105.93,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-23,pademangan,Jakarta Utara,7.2,31.5,14.8,0,1,0,1,3,23,0,12.9,111.403,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-24,pademangan,Jakarta Utara,8.1,31.3,16.9,0,1,0,2,3,24,0,19.1,109.457,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-25,pademangan,Jakarta Utara,6.4,31.0,13.0,0,0,0,3,3,25,1,21.7,113.227,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-26,pademangan,Jakarta Utara,3.0,32.5,10.0,0,0,0,4,3,26,1,17.5,110.565,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-27,pademangan,Jakarta Utara,19.5,30.5,9.9,1,0,0,5,3,27,1,28.9,137.008,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-28,pademangan,Jakarta Utara,12.3,32.5,9.1,1,0,0,6,3,28,1,34.8,133.163,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-29,pademangan,Jakarta Utara,3.1,30.0,11.0,0,0,0,0,3,29,0,34.9,111.338,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-30,pademangan,Jakarta Utara,16.0,27.8,7.0,0,0,0,1,3,30,0,31.4,131.61,calibrated_synthetic_anchored_to_SILIKA_real
2021-03-31,pademangan,Jakarta Utara,10.7,30.9,14.0,0,0,0,2,3,31,0,29.8,121.632,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-01,pademangan,Jakarta Utara,13.7,27.5,13.0,0,0,0,3,4,1,1,40.4,130.804,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-02,pademangan,Jakarta Utara,0.8,31.7,10.9,0,0,0,4,4,2,1,25.2,115.956,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-03,pademangan,Jakarta Utara,23.5,27.7,9.9,1,1,0,5,4,3,0,38.0,124.269,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-04,pademangan,Jakarta Utara,20.9,29.3,14.7,1,0,0,6,4,4,0,45.2,119.959,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-05,pademangan,Jakarta Utara,4.6,30.8,10.0,0,1,0,0,4,5,0,49.0,111.321,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-06,pademangan,Jakarta Utara,1.9,30.6,15.2,0,0,0,1,4,6,0,27.4,96.271,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-07,pademangan,Jakarta Utara,1.8,29.7,17.6,0,0,0,2,4,7,0,8.3,111.494,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-08,pademangan,Jakarta Utara,1.6,30.7,16.9,0,0,0,3,4,8,0,5.3,111.733,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-09,pademangan,Jakarta Utara,1.1,30.9,12.2,0,0,0,4,4,9,0,4.5,108.795,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-10,pademangan,Jakarta Utara,2.5,30.8,9.3,1,0,0,5,4,10,0,5.2,117.142,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-11,pademangan,Jakarta Utara,6.4,31.2,8.9,1,0,0,6,4,11,0,10.0,110.548,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-12,pademangan,Jakarta Utara,1.1,31.1,7.5,0,0,0,0,4,12,0,10.0,117.875,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-13,pademangan,Jakarta Utara,9.6,31.4,8.9,0,0,0,1,4,13,0,17.1,108.146,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-14,pademangan,Jakarta Utara,1.6,30.6,9.7,0,0,0,2,4,14,0,12.3,104.767,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-15,pademangan,Jakarta Utara,9.8,29.8,10.0,0,0,0,3,4,15,0,21.0,113.022,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-16,pademangan,Jakarta Utara,5.1,31.0,8.9,0,0,0,4,4,16,0,16.5,110.596,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-17,pademangan,Jakarta Utara,10.6,31.1,10.1,1,0,0,5,4,17,0,25.5,124.237,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-18,pademangan,Jakarta Utara,2.9,30.8,6.5,1,0,0,6,4,18,0,18.6,114.985,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-19,pademangan,Jakarta Utara,6.9,31.3,10.1,0,0,0,0,4,19,0,20.4,109.954,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-20,pademangan,Jakarta Utara,2.5,30.8,9.5,0,0,0,1,4,20,0,12.3,117.641,calibrated_synthetic_anchored_to_SILIKA_real
2021-04-21,pademangan,Jakarta Utara,0.0,31.9,11.0,0,0,0,2,4,21,0,9.4,112.598,calibrated_synthetic_anchored_to_SILIKA_real
